customer_id,customer_name,total_trips,total_spent,avg_rating
C00768,"Kevin Ram",5,2816.8,4.1
C00769,"Jasmit Gera",9,5538.4,3.7
C00771,"Akshay Lala",8,4737.05,3.85
C00776,"Yasti Jani",11,6702.6,3.84
C00777,"Eta Raman",7,3287.5,4.36
C00778,"Dayita Sarkar",7,3985.1,3.83
C00779,"Dalbir Konda",8,2814.9,3.96
C00780,"Jack Setty",7,4189.549999999999,4.51
C00781,"Dayamai Gill",13,7148.25,3.95
C00782,"Laksh Apte",6,4428.7,4.02
C00784,"Ojas Prabhu",8,3312.45,3.19
C00785,"Jacob Balan",10,5625.75,4
C00786,"Anita Viswanathan",6,4896.7,4.53
C00787,"Faraj Taneja",4,1367.75,4.35
C00789,"Jhalak Dugar",16,9357.95,4.08
C00792,"Urmi Patla",6,3292.1,4.12
C00793,"Praneel Banik",15,7354.400000000001,3.78
C00794,"Udarsh Nagy",12,5394.8,3.41
C00796,"Kashish Dar",7,2858.55,4.16
C00797,"Praneel Kapoor",6,3661,4.35
C00798,"Nandini Biswas",10,3878.2000000000003,3.41
C00800,"Tanmayi Anand",9,5805.45,4.01
C00801,"Bishakha Modi",7,3277,4.2
C00802,"Ucchal Pillay",11,3925.65,4.27
C00803,"Rohan Korpal",10,4281.1,3.92
C00804,"Nimrat Bajwa",8,5273.55,4.04
C00805,"Aditya Nayak",8,4407,4.26
C00806,"Damyanti Chawla",7,4434.15,4.33
C00808,"Ati Chander",8,4809.15,3.79
C00811,"Yashasvi Deol",8,4873.8,3.75
C00812,"Falan Bhatia",7,3085.05,3.69
C00813,"Warjas Manne",15,6855.55,4.09
C00814,"Maya Narain",17,7944.85,4.39
C00815,"Anita Kaur",7,3688.5,3.89
C00816,"Laban Chopra",8,5557.1,3.85
C00820,"Alka Dar",6,1555.25,3.7
C00821,"Daksha Baria",11,6173.55,3.93
C00822,"Manbir Chand",10,4059.15,4.12
C00823,"Ishani Randhawa",8,7216.9,3.58
C00825,"Azaan Ravel",5,2607.1,3.84
C00826,"Zaid Chandra",6,3569.95,4.33
C00827,"Logan Dara",3,1236.5,4.57
C00828,"Tristan De",5,1943.6,3.88
C00829,"Kashish Chad",20,8862.8,3.89
C00830,"Falan Bains",9,3050.8,3.97
C00832,"Jason Basak",15,6129.75,3.45
C00833,"Om Sant",6,2268,4.08
C00835,"Orinder Pandya",6,2391.5,4.02
C00837,"Bakhshi Korpal",7,4952.7,4.04
C00838,"Wishi Sabharwal",5,2914,3.88
C00839,"Darsh Chahal",13,7520.549999999999,3.89
C00841,"Anirudh Raja",7,2451.3,4.01
C00842,"Varsha Sundaram",9,3795.75,3.83
C00843,"Lipika Madan",3,1048.75,4
C00847,"Wridesh Lata",6,3806.8,3.77
C00849,"Patrick Khalsa",4,1822.75,4.47
C00850,"Jagrati Bala",9,3844.2,4.01
C00851,"Lucky Guha",11,3704.7,3.32
C00852,"Dayamai Gill",8,3016.75,4.24
C00853,"Gautam Bhalla",8,3275.45,4.21
C00855,"Garima Jaggi",6,2672.35,2.83
C00856,"Harini Goel",9,4752.700000000001,3.76
C00857,"Daniel Bains",7,3006.85,3.94
C00858,"Indrajit Vora",5,1871,3.92
C00859,"Elijah Prakash",5,3420.1,3.96
C00860,"Harrison Nayar",8,2926.05,4.31
C00861,"Laban Dugar",8,3793.25,3.8
C00862,"Vidhi Nadig",6,3660.5,3.98
C00865,"Mahika Bali",8,4006.65,3.74
C00866,"Timothy Chawla",7,4546.75,2.81
C00867,"Lohit Narula",8,3277,4.18
C00868,"Wazir Palan",10,3541.65,4.24
C00869,"Gaurang Nayak",16,6514.35,4.19
C00871,"Inaya Kunda",12,7436.5,3.9
C00873,"Oni Ganesan",8,2492,3.87
C00875,"Harrison Srinivas",7,3947.6,3.61
C00876,"Nicholas Seth",3,1484.75,4.07
C00877,"Chaitaly Bahri",5,3507,4.14
C00878,"Henry Borah",9,4108.7,3.91
C00880,"Girik Nigam",4,1896,2.98
C00881,"Azaan Sankar",5,2159.5,3.4
C00882,"Radha Dugar",6,2182.75,4.18
C00883,"Garima Jha",7,3337.1,3.4
C00884,"Alka Manda",10,4308.2,4.1
C00887,"Prisha Chahal",13,7746.1,3.58
C00890,"Jack Morar",7,3720.3,3.96
C00891,"Urishilla Suresh",10,3680.6500000000005,4.04
C00892,"Gavin Ram",7,3129.5,3.7
C00893,"Lakshmi Pingle",9,3697.75,4.21
C00895,"Adya Kara",9,4466.200000000001,3.46
C00896,"David Dora",6,3655.5,3.8
C00897,"Frederick Padmanabhan",5,1509.5,4.22
C00898,"Utkarsh Bhat",8,3709.5,4.28
C00899,"Omya Wason",10,6137.7,3.7
C00901,"Megha Banerjee",11,5196.75,3.95
C00903,"Siddharth Hans",10,4582.4,3.72
C00904,"Pallavi Brar",11,4703.6,4.05
C00905,"Saksham Divan",9,5348,4.16
C00906,"Ekaja Bhavsar",5,1775.25,4
C00907,"Mekhala Nanda",10,4906.699999999999,3.84
C00908,"Zinal Shanker",4,1619.25,4.18
C00909,"Oni Chowdhury",14,8137.25,3.93
C00912,"Nirja Lalla",4,2253.7,3.68
C00913,"Urvashi Barad",9,5129.55,4.03
C00914,"Neha Dhawan",4,2185.25,3.82
C00915,"Balvan Randhawa",9,5319.25,4.39
C00916,"Wazir Bawa",10,6088.75,4.16
C00917,"Amruta Pradhan",2,961.2,3.7
C00919,"Guneet Kari",7,2451.2,3.93
C00920,"Saanvi Nagi",9,10623.1,3.98
C00921,"Gaurav Guha",9,4535.6,3.86
C00923,"Daksh Varma",10,6033.75,4.26
C00925,"Krishna Viswanathan",7,3550.55,3.99
C00928,"Chandresh Patel",6,2764.5,3.88
C00929,"Anusha Pillay",11,6897.5,3.81
C00930,"Yashasvi Ranganathan",10,3896.3,3.61
C00931,"Azaan Khurana",5,1887.6,4.6
C00933,"Inaya Padmanabhan",6,3361.3500000000004,4.27
C00934,"Gautam Mane",4,1873,4.47
C00935,"Chandran Gaba",6,2269,3.08
C00937,"Amruta Rout",4,4082.25,3.85
C00938,"Aditya Som",11,5017.25,3.49
C00941,"Ikshita Sharaf",10,4706.05,3.99
C00942,"Unnati Mittal",10,4878.25,4.26
C00944,"Barkha Misra",8,3694.05,4.29
C00945,"Vasatika Bhatt",10,5026,3.72
C00946,"Ekta Malhotra",6,2610,3.48
C00947,"Raghav Doctor",12,4992,3.86
C00948,"Dakshesh Raval",10,4721.6,3.63
C00949,"Logan Bal",10,4026.75,4.07
C00951,"Nidhi Rama",9,3187.25,3.29
C00952,"Ranveer Oza",8,5179.25,3.53
C00953,"Vamakshi Parmer",6,3596.5,4.48
C00954,"Onkar Golla",14,5211.65,3.69
C00955,"Urishilla Dave",6,1914.5,4.38
C00956,"Qadim Nayak",13,5607.75,3.76
C00957,"Tristan Pant",8,4198.9,4.18
C00958,"Osha Narula",7,3563.4,3.64
C00961,"Urmi Hayer",5,1424.9,4.06
C00962,"Lakshmi Wagle",10,5879.6,4.09
C00963,"Chatura Dora",9,5055.9,2.9
C00964,"Hema Rout",6,3458,3.65
C00965,"Luke Mutti",14,6644.349999999999,3.96
C00966,"Faris Sura",10,4295.8,4.18
C00967,"Dhriti Bhardwaj",5,1928.3000000000002,4.44
C00968,"Anusha Kadakia",5,2322.6000000000004,4.38
C00970,"Kai Saraf",8,4973,4.46
C00972,"Aayush Barad",6,1845.7,3.82
C00973,"Kashvi Atwal",11,4763.35,3.62
C00974,"Rayaan Badami",10,3759.45,3.35
C00976,"Devika Dayal",6,2879.7,3.35
C00977,"Yahvi Mohan",10,4447.55,3.92
C00979,"Zinal Viswanathan",8,3539.15,3.82
C00980,"Krish Oommen",11,4109.1,3.96
C00981,"Jagrati Guha",10,9468,3.92
C00982,"Anirudh Kari",12,5407,3.73
C00983,"Siddharth Bains",10,5235.5,3.75
C00984,"Jatin Peri",4,1736.5,3.75
C00985,"Keya Kumer",9,5441.25,4.18
C00986,"Chanakya Chokshi",9,4492.4,4.07
C00987,"Chanakya Dâ€™Alia",6,2254.5,4.03
C00988,"Lajita Dasgupta",16,10694.099999999999,4.16
C00989,"Urvi Dua",6,3642,4.47
C00991,"Zinal Madan",11,4078.75,3.92
C00992,"Omya Cheema",8,4375.95,3.61
C00993,"Barkha Comar",8,4285.6,4.18
C00995,"Adya Virk",8,4082.0000000000005,3.44
C00997,"Watika Johal",5,2393.75,3.74
C00998,"Ganga Keer",4,2204.75,4
C00999,"Gaurav Choudhry",7,2978.75,3.81
C01000,"Manthan Chana",7,5201.25,3.84
C01002,"Tanmayi Minhas",10,5274.95,4.06
C01003,"Chandresh Chaudhry",7,2691.25,4.06
C01004,"Balveer Mannan",8,3503.5,3.66
C01006,"Aditya Devi",5,1506.5,3.8
C01008,"Amrita Chander",5,3329.1,4.18
C01009,"Qadim Comar",7,2811.55,3.7
C01010,"Tanmayi Magar",7,2000.5,4.29
C01011,"Vanya Sama",10,4666.7,3.72
C01012,"Isaiah Deo",5,3136.15,4.08
C01013,"Nathaniel Chawla",10,4509.8,3.87
C01014,"Raksha Golla",3,2355.75,4.37
C01015,"Jagrati Balakrishnan",6,3012.5,3.95
C01016,"Vasudha Sura",11,6288.9,4.13
C01017,"Ridhi Batra",10,5222.3,3.99
C01019,"Hamsini Venkataraman",8,4531.5,4
C01022,"Advay Dugar",6,2580.8,3.88
C01024,"Ekani Khosla",9,3825.65,3.96
C01025,"Chandresh Tripathi",6,2543,4.27
C01028,"Sanya Mutti",9,4164.5,3.99
C01029,"Andrew Chauhan",5,2698.9,3.58
C01030,"Balendra Acharya",13,5468,4
C01031,"Daksha Trivedi",7,2658.25,3.84
C01032,"Tanmayi Om",8,1926,3.84
C01035,"Tristan Agate",5,1523.9,3.92
C01036,"Bishakha Vig",10,4196.35,4.18
C01037,"Chakradev Gala",10,4897.9,4.03
C01044,"Aayush Wali",12,5025.049999999999,4.06
C01045,"Rachita Subramanian",4,1185.5,3.42
C01047,"Ekanta Thaman",5,1891.6,4.04
C01048,"Omya Kothari",18,8485.55,3.97
C01049,"Hemal Menon",14,5985.45,4.06
C01051,"Dipta Kalla",8,3926,4.43
C01052,"Bina Pai",9,3629.4,3.94
C01053,"Pranav Thakur",9,5002,4.02
C01054,"Jack Pandey",7,2918.25,4.11
C01055,"Omisha Walla",13,7084.5,4.04
C01057,"Lakshmi Dhillon",7,4263.15,4.1
C01059,"Bhavini Krishna",6,2507,3.7
C01060,"Chakrika Jani",12,4221.7,3.76
C01061,"Jagrati Sethi",8,3885.1,3.98
C01062,"Lopa Khanna",10,4027.4,4.34
C01063,"Champak Raj",7,5327.150000000001,4.04
C01064,"Dhriti Bhagat",11,5254.95,4.09
C01065,"Samaksh Savant",6,2982.7,4.15
C01067,"Chaitaly Sen",6,4096.9,3.97
C01068,"Rachit Ghose",4,1682.4,3.98
C01069,"Krishna Baria",8,2918.5,3.84
C01072,"Balveer Dube",7,2590.9,4.14
C01073,"Charan Mitra",5,1168.3,3.88
C01075,"Qarin Verma",9,2627.55,3.38
C01076,"Ojasvi Yadav",11,8050.2,4.15
C01077,"Ikshita Kant",7,2190.5,4.37
C01078,"Garima Narula",6,2465.4,4.47
C01079,"Tejas Wali",6,2655.8999999999996,4.58
C01080,"Ishwar Pal",4,2819.25,4.22
C01084,"Yoshita Trivedi",3,1491.5,3.07
C01085,"Caleb Minhas",13,5883,4.05
C01086,"Ekani Varkey",4,2033.4,4.35
C01087,"Oliver Yogi",13,5993.400000000001,3.92
C01088,"Dominic Kade",7,2620.55,4.14
C01089,"Panini Chawla",4,3920.75,4.05
C01090,"Ekbal Dube",5,2438.6,3.82
C01091,"Garima Barad",6,3360.75,4.67
C01093,"Ekavir Kari",6,3421.35,4.13
C01094,"Nikita Rama",7,4352.4,3.34
C01095,"Rachita Mutti",13,8047.85,4.27
C01097,"Chakradev Bora",7,3456.4,4.39
C01098,"Bimala Mitra",11,5252.25,3.97
C01101,"Laban Raman",9,3802.2,3.76
C01102,"Maanas Misra",6,1901.25,4.28
C01105,"Dalaja Kade",7,3602.3,3.9
C01106,"Siddharth Sachar",8,3854.9,3.99
C01107,"Naveen Gour",7,3642.2,3.91
C01108,"Rishi Contractor",10,5076.15,4.1
C01109,"Triya Bora",10,8453.6,3.69
C01110,"Zashil Chaudhari",13,6536.599999999999,4.18
C01111,"Ganga Parikh",8,2635,4.08
C01112,"Harish Mane",4,2102.5,4.2
C01113,"Rishi Nadkarni",6,4086.5,3.93
C01114,"Falguni Mohan",8,6585,3.35
C01115,"Janya Mutti",7,2753.2,3.81
C01116,"Aayush Munshi",7,3143.8,4.16
C01117,"Rajata Malhotra",5,2286,4.04
C01118,"Krish Narula",6,2758,3.2
C01120,"Vidhi Chopra",5,484.5,3.58
C01122,"Adya Bose",8,5184.3,4.05
C01123,"Anirudh Tripathi",9,2905.6000000000004,4.19
C01126,"Jasmit Ramanathan",7,3602.6,3.97
C01127,"Krish Shetty",9,3377.5,3.71
C01129,"William Gandhi",5,2450.95,4.08
C01130,"Sanaya Dutta",6,4282.5,4.07
C01134,"Zarna Patel",10,5917.5,3.84
C01135,"Suhani Batra",8,4362.1,4.11
C01136,"Harshil Verma",11,8614.85,3.85
C01137,"Adya Ghosh",10,6398.400000000001,3.41
C01138,"Jasmit Brahmbhatt",4,1771.5,4.4
C01139,"Krisha Kapoor",6,2179.9,4.17
C01140,"Ira Pai",5,2314.25,4.4
C01141,"Abeer Thaker",7,3470.45,3.44
C01144,"Rachit Dugar",4,2006.2,4.05
C01145,"Victor Sachdeva",6,2750.9,3.72
C01146,"Ishaan Subramaniam",10,4698.25,3.4
C01148,"Nirja Bains",2,1234.2,4.3
C01149,"Joshua Dyal",8,3680.4,3.64
C01150,"Manan Bhalla",13,4944.55,3.98
C01151,"Pranit Varughese",6,3695.9,3.45
C01152,"Bhanumati Chada",8,3172.8,4.15
C01153,"Urishilla Subramaniam",9,4253.35,3.56
C01154,"Nirja Dhar",7,2300,4.3
C01156,"Sudiksha Biswas",5,3593.5,4.12
C01158,"Samaksh Virk",13,6090.2,3.84
C01159,"Mason Char",7,3249.85,3.84
C01160,"Balvan Wali",10,4254.9,3.74
C01161,"Girik Subramaniam",8,4784.25,3.72
C01162,"Aarav Sankar",9,6273.9,3.5
C01163,"Kamala Bassi",10,4899.8,4.1
C01164,"Veer Subramaniam",9,3917.15,3.97
C01165,"Inaya Chaudhari",7,4845.55,4.1
C01166,"Aachal Sood",2,974.5,3.25
C01168,"Aarini Gulati",6,3151.8,4.22
C01169,"Jacob Venkatesh",4,1516,2.85
C01170,"Samesh Mutti",13,5905.349999999999,3.65
C01172,"Advika Wason",10,4639.75,3.77
C01173,"Anya Ranganathan",10,4208.75,3.62
C01174,"Odika Subramanian",8,2727.95,3.89
C01175,"Veda Kulkarni",8,2613.25,3.9
C01176,"Mitali Devi",6,2819.5,3.92
C01177,"Victor Sekhon",14,6082.400000000001,3.61
C01178,"Harish Kala",9,3203.2000000000003,3.36
C01179,"Hamsini Ben",14,6160.599999999999,3.89
C01180,"Abdul Chand",9,3074.4,4.01
C01182,"Adya Kapadia",5,1735.25,3.46
C01183,"Baljiwan Rajagopalan",9,3425.15,3.77
C01184,"Bhavini Bhandari",5,2576.5,3.88
C01187,"Yashvi Varty",4,960.5,4.55
C01189,"Aadi Dugar",9,3648.5,4.02
C01190,"Mugdha Pandit",4,2210.5,3.45
C01192,"Ekapad Chana",12,5134.65,3.53
C01193,"Ijaya Palan",8,5040.299999999999,3.99
C01194,"Upkaar Hayer",6,2666.85,3.97
C01195,"Aayush Lal",4,2440,3.52
C01196,"Yashawini Chhabra",5,2815.35,4
C01197,"Yahvi Menon",9,4058.1499999999996,4.22
C01198,"Yochana Kurian",12,4765.35,4.17
C01199,"Saanvi Purohit",5,1725.75,4.16
C01200,"Yagnesh Nori",10,4463.5,4.08
C01201,"Triveni Bala",8,4852.4,3.81
C01202,"Aarna Bir",10,4595.7,3.84
C01203,"Victor Mutti",9,4666.5,4.3
C01204,"Zaitra Wason",11,8369,4
C01206,"Hema Borra",7,2478,4.2
C01207,"Vamakshi Murthy",11,3251.5,3.82
C01212,"Jagdish Brar",7,2849.5,3.39
C01213,"Abeer Basak",3,1868.3,3.47
C01214,"Kamya Murty",14,7720.5,4.03
C01216,"Mitali Kapadia",11,5978.8,4.13
C01217,"Chatura Vora",15,7521.85,3.88
C01219,"Meera Ghosh",5,3255.5,3.82
C01220,"Zarna Sharma",3,1428.3,4
C01223,"Rachit Lall",7,3912.35,4.2
C01224,"Urishilla Oza",7,3038,3.93
C01225,"Wishi Samra",4,1764,3.7
C01226,"Kashish Patla",6,2803.25,3.67
C01227,"Ati Seshadri",12,7023.1,3.72
C01229,"Warinder Sankaran",5,2724.25,3.6
C01230,"Rohan Dhingra",11,3659.8,3.83
C01231,"Urvashi Andra",13,8213.35,3.78
C01232,"Xalak Desai",6,2867.75,4.37
C01235,"Darpan Kale",7,3606.35,4.26
C01236,"Vamakshi Char",8,4878.3,3.52
C01237,"Abha Patel",8,3052.95,4.44
C01238,"Hemangini Bahri",6,2126.4,4.58
C01239,"Indali Issac",8,3194.25,4.05
C01240,"Bhavani Pant",5,2581.7,3.12
C01241,"Sanya Brar",13,5081.3,4.02
C01242,"Ubika Dhillon",6,3007.75,3.72
C01246,"Amara Rana",9,3986.5,4.36
C01247,"Janani Verma",5,1854.5,3.88
C01248,"Oliver Gour",11,5988.349999999999,4.05
C01251,"Harshil Chandran",10,4684.700000000001,3.39
C01253,"Fiyaz Chawla",13,5582.6,3.66
C01254,"Frado Ramakrishnan",4,1244,3.52
C01255,"Yug Mander",13,7439.25,4.01
C01259,"Sai Deshmukh",5,2350.2,4.12
C01260,"Tanmayi Saran",7,4414.4,4.01
C01261,"Idika Subramaniam",7,3039.75,3.83
C01263,"Nitara Lad",10,4768.35,4.02
C01264,"Advaith Acharya",7,3237.5,3.83
C01265,"Hemangini Mangat",7,3041.25,4.04
C01266,"Vyanjana Sood",7,3028.5,4.53
C01268,"Abhimanyu Prakash",6,2840.6,4.35
C01269,"Rajeshri Rana",5,1964.9,4.6
C01270,"Madhavi Radhakrishnan",5,1747.75,3.92
C01273,"Nitara Guha",6,3329.7,4.27
C01274,"Qabil Deshpande",6,4705.55,4.57
C01275,"Tamanna Sethi",8,4180.1,3.88
C01276,"Raghav Nagi",13,5178.849999999999,3.83
C01277,"Chandran Warrior",9,3771.1499999999996,3.87
C01278,"Harsh Manda",7,3964.6,3.77
C01279,"Raksha Anand",4,2248.45,3.82
C01281,"Hema Salvi",9,3516.9,3.89
C01282,"Kamya Sheth",7,3201.6,3.67
C01283,"Ganga Buch",5,3004.25,4.26
C01284,"Daksh Lata",8,3085.9,4.08
C01285,"Ekbal Singhal",6,2187.9,3.88
C01286,"Zashil Raj",6,3828.55,4.1
C01287,"Jairaj Kothari",10,6022.95,4.04
C01288,"Yug Bandi",9,3959.7,3.52
C01289,"Girindra Verma",11,5846.65,3.78
C01290,"Urvashi Ramachandran",7,3933.9,4.01
C01291,"Ekantika Dutt",3,833.05,4.2
C01292,"Jason Kulkarni",11,5198.05,3.78
C01294,"Tejas Chowdhury",6,2617.35,4.17
C01295,"Ekta Aurora",6,5025,3.58
C01296,"Jagdish Randhawa",8,2958,3.88
C01298,"Mohammed Prabhu",9,3671.1,4.34
C01302,"Jeremiah Sura",6,2694.25,3.73
C01303,"Idika Sarna",10,4629.25,4.04
C01305,"Zashil Baral",11,6125.65,3.65
C01306,"Chaitaly Suri",3,-14.100000000000023,3.9
C01307,"Ijaya Naik",6,3552.2,4.2
C01309,"Shivani Merchant",11,4150.700000000001,3.82
C01310,"Jeevika Setty",6,2286.2,3.85
C01311,"Qasim Bahl",10,4406,3.92
C01312,"William Nagi",14,9220.25,3.85
C01313,"Lila Gupta",3,1788.4,4
C01314,"Mitesh Mandal",6,4322,4.32
C01315,"Ekanta Choudhry",7,3095.8,3.97
C01316,"Caleb Dayal",8,4262.8,4.44
C01318,"Hardik Balay",12,5655.75,4.14
C01319,"Vrishti Vora",8,3748.1,4.01
C01320,"Chandran Peri",6,3053,3.72
C01322,"Fariq Sidhu",12,6278.95,3.68
C01323,"Jalsa Sagar",9,4018.95,3.57
C01324,"Dalbir Lata",8,4095.75,4.05
C01326,"Zilmil Chatterjee",7,4944.35,3.8
C01327,"Lekha Gupta",9,3258.5,4.14
C01328,"Praneel Sagar",11,7052.099999999999,3.73
C01329,"Ishita Shanker",6,2529.45,3.9
C01330,"Hemang Ganesan",5,2462.1,4.28
C01331,"Neelima Thaman",6,2160.8,4.1
C01332,"Saanvi Pandey",8,4871,4.14
C01334,"Ekiya Khosla",6,1056.9,3.87
C01335,"Keya Kumar",18,7080.700000000001,4.03
C01337,"Bhavani Babu",7,5396.25,3
C01338,"Chasmum Ahuja",6,4177.7,4.17
C01340,"Yasti Dubey",5,2963.5,3.6
C01341,"Triveni Parekh",6,2146.25,4
C01342,"Alka Peri",5,2582,3.9
C01343,"Viraj Kunda",7,4188.5,4.17
C01345,"Faras Nair",12,7262.65,3.87
C01347,"Charita Barad",12,6792.75,3.98
C01349,"Ijaya Saraf",5,3282,4.26
C01350,"Utkarsh Apte",8,5873.35,3.81
C01351,"Chatura Mody",9,4896.75,3.31
C01352,"Eiravati Zacharia",13,6648.8,4.04
C01355,"Sanaya Thaman",6,2815.25,3.75
C01356,"Rachana Mann",2,1134.8,4.8
C01357,"Manbir Deo",5,3193.65,3.82
C01358,"Vamakshi Bawa",6,2463.65,3.92
C01359,"Adweta Chada",9,4455.5,3.66
C01362,"Yatin Kibe",8,3285,4.19
C01364,"Isaiah Sachdev",9,2772.2,4.03
C01365,"Ijaya Halder",6,2772,3.88
C01368,"Vivaan Iyengar",9,4845.85,4.02
C01369,"Nachiket Chada",7,3400.75,3.84
C01374,"Samar Virk",6,2521,3.8
C01375,"Vasudha Dhaliwal",6,3011.2,3.55
C01376,"Krisha Vyas",8,3528,4.34
C01377,"Onkar Bhasin",6,3114,4.1
C01378,"Anika Bera",12,7698.65,4.09
C01379,"Ekalinga Rama",8,2190.8,3.89
C01380,"Jagvi Chokshi",8,3101,3.9
C01381,"Libni Kashyap",7,3814.5,3.97
C01382,"Diya Sundaram",6,2974,3.85
C01384,"Anthony Baral",6,3527.75,4.37
C01385,"Gauri Suri",7,1544.5,4.27
C01386,"Andrew Palan",5,2229.8,4.04
C01388,"David Kurian",7,3002.25,3.81
C01390,"Harita Ramaswamy",7,2614,4.21
C01391,"Gagan Raja",12,4394.5,4.13
C01392,"Omisha Khosla",11,5658,4.08
C01393,"Pooja Muni",6,3053.3,4.05
C01394,"Saumya Deep",6,3227.25,4.2
C01395,"Samaksh Devi",13,5207.5,3.99
C01397,"Eesha Bir",2,897.5,3.6
C01398,"Qarin Nadkarni",9,4214.5,4.34
C01399,"Ayushman Nagar",15,7030.35,3.72
C01400,"Nisha Mitter",7,2250.75,4.06
C01401,"Max Guha",6,2846.4,4.17
C01402,"Qasim Bal",13,9239.75,4.02
C01403,"Vihaan Kata",8,4420.5,3.56
C01404,"Jagrati Buch",8,3659.4,4.34
C01405,"Krish Thakkar",9,5773.75,4.26
C01406,"Kashvi Gour",11,5774.85,4.19
C01407,"Vyanjana Som",15,6673.099999999999,3.76
C01408,"Reyansh Kara",6,2500.4,4.02
C01409,"Alexander Madan",12,5176.5,3.84
C01410,"Samaksh Jayaraman",9,4798.099999999999,4.12
C01411,"Reva Suri",6,3030.8,4.3
C01412,"Tanvi Koshy",12,5822.85,3.92
C01415,"Ikbal Seth",8,3833.15,4.03
C01416,"Yatan Venkataraman",6,3933,4.23
C01417,"Balveer Ram",10,5057.9,3.51
C01418,"Ranveer Manne",3,1268.5,3.73
C01419,"Daksha Mangal",9,4811.5,4.27
C01420,"Pahal Menon",11,6014.5,3.85
C01422,"Gautam Tella",9,4652.1,4.43
C01423,"Krishna Ramaswamy",4,2281.35,2.55
C01424,"Shravya Bakshi",6,4522.8,4.28
C01426,"Ekiya Gade",9,4569.25,4.1
C01427,"Gavin Comar",5,3396,3.82
C01429,"Yasti Dutta",9,3849.85,3.93
C01430,"Caleb Garde",5,3083.9,3.88
C01433,"Dayamai Sehgal",2,1154,3.8
C01434,"Jacob Deep",9,5784.25,3.87
C01436,"Wishi Ahluwalia",6,3157.45,4.35
C01437,"Wazir Kalla",12,5980.7,3.58
C01438,"Sudiksha Rout",12,6659.95,3.36
C01439,"Abeer Konda",6,1275,4.35
C01440,"Sarthak Bawa",9,4074.95,4.34
C01441,"Christopher Palla",10,4118.45,4.11
C01442,"Bachittar Misra",6,2766,3.85
C01446,"Girik Mistry",7,4195.5,4.01
C01447,"Ladli Bir",12,6892.750000000001,4.02
C01448,"Dhruv Master",9,4355.75,3.72
C01449,"Jairaj Maharaj",4,1260.8,3.6
C01450,"Shaurya Kadakia",5,2875.9,3.66
C01452,"Bhavna Sane",10,5656.7,4.2
C01454,"Kai Taneja",10,4436.7,3.92
C01455,"Waida Gole",10,5107.7,3.93
C01456,"Bina Hari",10,5819.4,3.95
C01457,"Arjun Shroff",10,3898.55,4.32
C01458,"Sarthak Sachdeva",6,3123.5,4.07
C01459,"Gauri Palla",8,3698.8500000000004,3.75
C01460,"Advay Jaggi",8,3193.2,4.32
C01461,"Aachal Bir",8,3786.8999999999996,3.91
C01463,"Ishaan Nath",6,2650,4.02
C01464,"Ayush Gill",12,6353.5,4.09
C01465,"Hamsini Srinivas",7,6349.25,4.19
C01466,"Balendra Deshpande",8,3666.2,3.61
C01468,"Turvi Sachdev",11,5198.3,3.45
C01470,"Sathvik Narula",4,788.5,3.9
C01471,"Dominic Dixit",4,1272.25,3.72
C01472,"Harinakshi Prashad",5,2120.5,4.44
C01473,"Lopa Grover",8,3878.8,4.12
C01474,"Darika Murty",12,8105.7,3.98
C01475,"Anita Sachdev",5,3162.5,3.36
C01476,"Wazir Prabhu",7,3409.75,3.96
C01477,"Tarak Vohra",11,6682.3,3.75
C01478,"Isaac Prasad",11,3777.75,3.95
C01479,"Saksham Chanda",3,1455.7,4
C01481,"Harini Sule",15,6360.8,4.19
C01482,"Falak Dhar",11,6592.1,3.96
C01483,"Zaitra Deo",12,4980.4,3.68
C01484,"Tripti Ram",3,2301.5,4.5
C01485,"Aayush Mukhopadhyay",10,5051.95,3.98
C01486,"Gagan Nath",15,7502.7,3.87
C01488,"Arin Muni",9,3847,4.03
C01489,"Ekani Iyer",12,7069.3,4.18
C01490,"Aradhana Walia",9,4289.7,4.22
C01493,"Samuel Palla",10,2583.95,4.09
C01494,"Anika Dhaliwal",5,2359.6,3.84
C01495,"Yash Garg",10,5442,3.84
C01496,"Hamsini Zachariah",8,3284,3.76
C01497,"Kalpit Balakrishnan",7,2885.15,3.57
C01498,"Hitesh Rajagopal",7,3248.4,3.99
C01499,"Pooja Ramanathan",7,2919.4,4.14
C01500,"Ishani Muni",11,6812.4,3.83
C01501,"Farhan Shroff",8,4139.9,4.01
C01502,"Girik Sidhu",10,5189.75,3.48
C01503,"Dayita Shroff",3,1105.5,4.23
C01505,"Januja Ramanathan",4,2626.75,3.88
C01508,"Varenya Shenoy",6,2171.55,3.7
C01509,"Barkha Pall",6,2966.1,4.1
C01511,"Eshana Bobal",16,5513.65,3.67
C01515,"Sathvik Sankar",9,2707,3.82
C01516,"Hema Keer",12,9805.15,3.78
C01517,"Vidhi Contractor",3,1226.1,3.8
C01518,"Eshana Chatterjee",7,3120.7,4.03
C01519,"Patrick Morar",8,4154.55,4.25
C01520,"Ikbal Raghavan",6,2655.75,3.8
C01521,"Darsh Chana",9,4747.65,4.04
C01522,"Aadi Din",10,5865.65,3.6
C01525,"Chandani Modi",8,3143.3,3.92
C01527,"Yashvi Raval",10,6406.45,3.74
C01528,"Chaitaly Bhatia",12,6531,4.14
C01531,"Eesha Raja",6,3584.75,4.2
